X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,Y
5,1444,468,5,0,9980,0,NaN,0,5238,1860,15,1,144,4,10,15,5238,20,3304,73,NaN,NaN,NaN,2,NaN,25,23,1,128,0,43,14134,NaN,0,0,1,47,NaN,32969,141,78,9,0,8,5,0,188000,NaN,27,0,4372,37,39,1,0,546,1,535475,6,3,4368,511,1271,2,635,93,162,569,6,0,0,0
0,318,34,7,NaN,5000,0,NaN,1,11720,227,15,0,123,4,8,15,10763,13,545,61,NaN,NaN,NaN,8,NaN,59,18,1,54,NaN,13,736,NaN,NaN,NaN,1,11,NaN,15492,46,36,16,0,33,4,2,70100,NaN,25,NaN,5392,32,14,0,NaN,116,4,44848,23,2,3841,386,3487,10,566,5,82,590,5,NaN,NaN,1
9,986,340,22,0,2000,0,NaN,5,0,706,18,2,174,4,13,18,0,25,1692,92,NaN,NaN,NaN,76,NaN,NaN,100,9,241,0,24,1320,NaN,0,0,6,140,NaN,21771,144,99,35,2,307,7,7,95000,NaN,5,0,3958,40,1,0,0,93,18,164276,116,0,28670,1003,1814,191,1003,48,97,1065,6,0,0,0
3,261,39,0,0,5000,0,NaN,0,0,320,18,0,131,0,9,18,0,0,581,76,NaN,NaN,NaN,6,NaN,43,27,0,7,0,12,0,NaN,0,0,0,26,NaN,5343,31,17,0,1,29,5,0,47000,NaN,70,0,3916,0,1,1,0,70,0,41575,19,1,2050,508,5462,10,613,6,71,10,6,0,0,1
7,1729,139,3,0,20000,0,NaN,0,18968,1708,3,2,181,4,13,3,18968,3,3437,92,NaN,NaN,NaN,70,NaN,80,100,1,123,0,15,15870,NaN,0,0,1,170,NaN,21393,149,53,8,3,581,6,0,123500,NaN,53,0,8233,10,21,0,0,73,2,274842,287,0,42986,293,7612,294,293,23,79,59,6,0,0,0
4,1648,47,2,0,1000,0,NaN,0,6552,1387,7,2,154,0,6,7,6552,3,3035,72,0,NaN,3,28,NaN,21,65,1,15,0,72,0,0,0,0,0,71,NaN,14099,76,17,4,1,209,4,0,83400,7,28,0,1158,5,6,0,0,62,2,217051,80,0,13147,461,201,129,1096,9,71,79,6,0,0,1
NaN,1523,1893,16,0,10000,0,NaN,3,NaN,1270,11,3,161,5,NaN,17,29340,25,2835,91,NaN,NaN,NaN,48,NaN,NaN,100,7,NaN,0,37,647,NaN,0,0,7,67,NaN,0,187,34,31,2,96,4,4,414000,NaN,23,0,11189,64,15,0,0,124,13,306249,24,0,11910,156,3816,70,156,315,108,425,5,0,0,1
4,1789,33,2,1048576,1001,0,30000,1,31415,1202,13,0,182,4,14,18,0,9,2991,90,NaN,1048576,NaN,41,222599,82,30,1,61,4620,21,1248,NaN,30000,1350,1,78,3120,18309,78,45,2,1,597,4,1,449915,NaN,21,92857,21424,10,18,0,25000,53,1,140011,226,0,32125,146,0,371,146,6,46,154,6,302420,873813,0
4,1371,5523,17,0,19960,0,NaN,0,5576,1205,20,1,157,3,10,9,5576,20,2576,90,45,NaN,31,38,NaN,59,100,7,161,0,65,0,7,0,0,3,114,NaN,26872,227,17,28,2,192,3,0,173500,NaN,13,0,2669,31,131,0,0,84,17,169959,105,1,16212,261,23158,87,995,920,65,1308,6,0,0,0
9,3412,675,14,0,40,0,NaN,1,18258,2090,19,2,179,5,11,19,18258,23,5502,92,32,NaN,170,124,NaN,59,63,7,502,0,77,21616,7,0,0,4,122,NaN,28651,420,103,26,1,392,2,1,180000,4,14,0,2337,68,26,0,0,53,8,275875,127,0,21042,360,-11840,265,360,112,50,4202,6,0,0,0
6,482,4102,7,0,6,0,NaN,3,10143,360,11,2,162,2,9,2,10143,7,842,86,NaN,NaN,NaN,26,NaN,51,100,7,64,0,20,2094,NaN,0,0,4,39,NaN,9783,47,78,10,1,104,4,3,57500,NaN,82,0,2875,10,629,0,0,41,7,55017,39,0,4356,31,-1124,65,31,683,65,0,6,0,0,0
11,394,173,5,0,3000,0,NaN,2,0,308,18,0,136,1,7,18,0,7,702,56,NaN,NaN,NaN,17,NaN,NaN,44,3,18,0,12,1038,NaN,0,0,2,27,NaN,6696,41,20,5,0,29,5,2,44000,NaN,43,0,3666,12,20,0,0,267,5,135724,12,0,7764,141,745,17,141,28,193,231,6,0,0,0
8,677,239,10,0,4000,0,NaN,0,10340,537,12,2,169,1,8,12,10340,13,1386,89,21,NaN,1,16,NaN,52,100,1,146,0,16,860,3,0,0,0,40,NaN,9555,117,21,13,0,200,5,0,61200,0,23,0,3825,27,55,0,0,80,2,101157,79,0,16089,328,1115,98,613,39,72,687,6,0,0,1
3,1111,179,0,0,10000,0,NaN,0,0,1500,18,2,171,5,14,18,40,0,2611,92,2,NaN,0,24,NaN,24,61,0,37,0,34,3345,2,0,0,0,23,NaN,46716,53,37,0,1,189,1,0,264000,NaN,77,0,7764,0,6,1,0,153,0,532482,101,1,29032,396,-40,88,396,29,203,4,6,0,0,0
8,1754,55,0,0,NaN,0,NaN,0,4965,455,11,2,165,2,14,11,5107,0,2209,92,71,NaN,48,52,NaN,89,100,0,235,0,0,712,37,0,0,0,78,NaN,6130,270,98,0,3,250,5,0,NaN,6,13,0,NaN,0,3,0,0,53,0,165797,17,0,13259,322,10448,233,253,9,75,1523,6,0,0,1
2,72,93,2,0,500,NaN,NaN,1,2654,40,18,3,29,NaN,3,18,0,2,112,29,8,NaN,29,15,NaN,52,100,2,6,0,4,0,8,0,0,2,15,NaN,2654,26,1,4,2,59,6,1,9500,4,NaN,0,2375,4,43,0,0,25,2,4574,14,0,1478,21,4481,45,601,46,40,NaN,1,0,0,0
2,691,341,1,0,5000,0,NaN,1,0,435,18,3,163,4,16,18,310,2,1126,89,2,NaN,4,21,NaN,41,54,1,59,0,7,2608,0,0,0,1,20,NaN,10090,56,140,3,0,72,2,1,62000,3,28,0,8857,6,45,0,0,69,1,161575,24,0,5033,969,-310,48,969,56,143,2071,6,0,0,0
6,1063,4362,4,0,5000,0,NaN,1,2100,1252,9,0,154,5,9,9,2100,5,2315,90,0,NaN,0,12,NaN,55,14,4,43,0,33,3596,0,0,0,4,49,NaN,26685,69,51,4,1,27,4,1,149000,NaN,17,0,4515,7,58,1,0,136,4,206060,12,0,3685,255,5782,15,255,727,89,189,6,0,0,1
1,308,339,2,0,2994,1,NaN,0,4810,207,4,4,122,0,8,4,4810,2,515,73,18,NaN,26,9,NaN,42,100,2,107,0,9,0,13,0,0,1,65,NaN,3621,57,6,2,1,65,2,0,22000,1,63,0,2444,2,53,0,0,110,2,37682,20,0,7193,19,322,45,641,56,73,11,6,0,0,1
0,1649,6266,31,0,5000,0,NaN,2,20390,1971,21,1,180,5,16,21,20390,37,3620,91,NaN,NaN,NaN,84,NaN,NaN,68,15,5,0,36,5854,NaN,0,0,7,130,NaN,25677,141,76,74,2,517,4,2,161400,NaN,10,0,4483,108,1326,1,0,84,28,325586,253,0,43748,453,8231,264,453,1044,89,229,6,0,0,1
7,1912,779,38,0,10000,0,NaN,1,21950,441,12,0,146,5,6,12,19680,56,2353,66,134,NaN,241,63,NaN,25,46,16,500,0,12,0,24,0,0,6,53,NaN,5777,416,63,82,0,84,4,1,111600,0,9,0,9300,140,25,0,0,141,26,292080,15,0,11886,1158,68680,69,1158,129,124,4011,6,0,0,0
6,712,804,10,0,10000,0,NaN,0,0,521,17,2,140,3,8,18,0,23,1233,77,NaN,NaN,NaN,1,NaN,30,100,1,129,0,6,3331,NaN,0,0,0,68,NaN,8366,175,59,17,0,3,5,0,55000,NaN,34,0,9166,56,166,0,0,284,3,170293,2,2,854,362,-8266,1,362,160,138,184,6,0,0,1
NaN,468,238,28,0,10000,0,NaN,10,0,429,18,2,154,3,NaN,18,0,28,897,92,NaN,NaN,NaN,16,NaN,NaN,100,21,NaN,0,20,2009,NaN,0,0,14,25,NaN,7116,95,35,54,3,129,3,12,87000,NaN,31,0,4350,65,1,0,0,61,25,45771,37,0,7950,590,1449,92,590,34,51,24,6,0,0,1
11,1547,113,5,NaN,5000,0,NaN,0,15660,1310,9,2,166,5,14,3,15600,8,2857,91,3,NaN,0,67,NaN,73,100,1,202,NaN,8,796,3,NaN,NaN,0,241,NaN,17228,171,60,7,2,205,6,0,88000,NaN,16,NaN,11000,10,14,0,NaN,87,2,203907,102,0,18013,936,-14301,103,936,18,71,1045,5,NaN,NaN,0
0,398,513,21,0,2000,0,NaN,9,21478,330,15,2,160,4,14,15,24293,21,768,84,NaN,NaN,NaN,27,NaN,NaN,100,17,79,0,26,7456,NaN,0,0,12,34,NaN,28883,58,42,54,1,199,3,10,188400,NaN,49,0,7246,65,152,0,0,69,21,71266,94,0,13816,428,NaN,97,428,85,92,13,6,0,0,1
1,1547,10769,6,0,3000,0,NaN,1,17330,591,11,2,170,5,13,2,17330,7,2138,91,NaN,NaN,NaN,103,NaN,51,100,3,535,0,37,20820,NaN,0,0,2,242,NaN,30774,227,107,10,3,346,6,1,176000,NaN,8,0,4756,12,1469,0,0,40,4,106916,88,0,14126,863,-4907,258,863,1794,50,2330,6,0,0,0
5,726,390,0,0,5000,0,NaN,0,15135,461,11,2,151,4,13,10,15135,0,1187,89,0,NaN,14,2,NaN,77,10,0,62,0,15,1751,0,0,0,0,38,NaN,16158,42,112,0,1,2,1,0,87000,6,41,0,5800,0,14,0,0,23,0,77096,0,0,47,374,886,2,374,65,64,49,6,0,0,0
9,1406,1364,9,0,5000,0,NaN,5,13338,1634,10,2,172,NaN,NaN,10,13338,10,3040,92,NaN,NaN,NaN,62,NaN,NaN,100,7,NaN,0,18,10084,NaN,0,0,6,137,NaN,18861,118,152,11,3,312,3,6,117500,NaN,29,0,6527,12,305,1,0,82,7,213110,172,1,25846,357,4644,140,357,227,70,241,6,0,0,0
9,1562,77,3,0,NaN,0,NaN,0,23178,1967,14,0,146,NaN,10,14,21590,4,3529,91,NaN,NaN,NaN,61,NaN,NaN,14,3,73,0,0,NaN,NaN,0,0,2,116,NaN,32285,106,81,3,3,349,3,0,NaN,NaN,66,0,NaN,5,9,1,0,89,3,256882,185,1,31128,195,2623,164,195,15,72,7,6,0,0,1
7,601,4782,1,0,10000,0,NaN,0,16435,484,23,2,174,4,14,2,16435,5,1085,90,NaN,NaN,NaN,36,NaN,73,100,1,191,0,16,10564,NaN,0,0,1,128,NaN,16808,105,49,1,1,204,3,0,94000,NaN,20,0,5875,7,742,0,0,75,1,137933,89,0,15426,272,8698,115,272,797,127,5175,6,0,0,0
4,672,148,3,0,3000,0,NaN,0,4310,466,18,2,159,3,14,18,0,5,1138,81,NaN,NaN,NaN,31,NaN,51,100,2,9,0,12,2831,NaN,0,0,1,45,NaN,8799,45,70,3,7,208,4,0,39000,NaN,14,0,3250,6,37,0,0,58,2,51736,74,0,12202,881,2058,134,881,24,45,1127,5,0,0,1
NaN,510,139,NaN,0,NaN,NaN,NaN,NaN,29371,450,21,3,166,NaN,NaN,18,NaN,NaN,960,92,NaN,NaN,NaN,28,NaN,NaN,100,NaN,NaN,0,0,NaN,NaN,0,0,NaN,59,NaN,18556,39,35,NaN,2,123,6,NaN,NaN,NaN,NaN,0,NaN,NaN,17,0,0,63,NaN,93140,75,1,7822,NaN,3455,48,NaN,23,97,NaN,5,0,0,0
5,1979,842,13,0,19900,0,NaN,1,12000,2375,4,1,157,5,14,4,12000,13,4354,92,NaN,NaN,NaN,25,NaN,NaN,100,4,60,0,19,9934,NaN,0,0,1,193,NaN,24700,153,166,17,4,79,3,1,135000,NaN,17,0,7105,17,19,1,0,76,13,310284,44,1,6006,56,-19097,35,56,140,71,97,6,0,0,0
NaN,242,14,7,NaN,3000,0,NaN,0,0,367,28,0,100,0,NaN,18,8600,7,750,86,NaN,NaN,NaN,3,NaN,NaN,20,5,NaN,NaN,13,500,NaN,NaN,NaN,1,18,NaN,0,27,4,8,2,139,5,0,42000,NaN,12,NaN,3230,8,3,1,NaN,85,7,126171,71,1,11949,53,1260,68,207,3,168,1,4,NaN,NaN,1
11,2056,59,4,0,10000,0,NaN,1,NaN,982,6,0,176,NaN,15,6,7894,13,3038,92,NaN,NaN,NaN,81,NaN,NaN,36,2,414,0,31,4033,NaN,0,0,1,107,NaN,23804,226,57,13,3,407,5,1,123295,NaN,20,0,3977,34,8,0,0,110,2,284596,76,0,45144,643,-4687,331,643,9,93,501,6,0,0,1
9,1482,5945,16,0,10,0,NaN,2,17450,1607,20,3,173,4,16,20,17450,17,3089,90,9,NaN,2,67,NaN,72,93,8,203,0,15,12971,8,0,0,4,82,NaN,17397,156,100,25,3,430,3,2,100000,3,20,0,6666,26,1377,1,0,68,14,188074,184,0,29308,300,1407,246,300,990,60,759,6,0,0,0
7,1173,119,12,0,20000,0,NaN,0,18420,1741,4,2,155,3,11,0,18420,24,2914,90,31,NaN,114,47,NaN,83,82,2,204,0,25,14335,18,0,0,0,129,NaN,35973,164,85,26,2,114,2,0,208000,9,9,0,8320,60,8,1,0,153,9,538201,55,0,17508,1007,2486,59,1007,19,184,4494,6,0,0,0
8,685,710,6,0,3000,0,NaN,0,26697,1708,11,0,151,3,5,0,27435,17,3249,80,4,NaN,8,84,NaN,14,16,2,533,0,60,6289,0,0,0,1,124,NaN,33635,256,15,6,1,363,3,0,208250,NaN,15,0,3470,22,26,2,0,59,3,202893,198,1,21718,215,2636,101,215,118,62,1408,6,0,0,1
7,969,12,5,0,10,0,NaN,1,0,523,6,2,149,3,11,6,6398,5,1492,88,10,NaN,0,1,NaN,73,63,2,99,0,17,8234,9,0,0,1,36,NaN,5704,77,36,7,1,1,2,1,39000,0,29,0,2294,7,2,0,0,5,5,109263,0,0,5,686,-2527,1,686,6,73,70,6,0,0,0
NaN,165,20,NaN,0,10000,NaN,NaN,NaN,32010,133,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,NaN,NaN,0,1,11740,NaN,0,0,NaN,NaN,NaN,14918,NaN,NaN,NaN,NaN,149,2,NaN,10000,NaN,NaN,0,10000,NaN,7,0,0,51,NaN,15054,58,0,7620,NaN,1606,91,NaN,10,50,NaN,6,0,0,0
NaN,505,3278,NaN,0,998,NaN,NaN,NaN,31452,477,NaN,2,NaN,3,NaN,NaN,9910,NaN,982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,0,63,7056,NaN,0,0,NaN,NaN,NaN,24668,NaN,28,NaN,NaN,27,2,NaN,129600,NaN,NaN,0,2057,NaN,89,0,0,79,NaN,99457,11,0,2144,NaN,-9910,16,NaN,546,101,NaN,6,0,0,1
3,311,99,4,0,5000,0,NaN,2,11778,549,11,0,136,1,9,11,11873,5,860,81,NaN,NaN,NaN,2,NaN,NaN,10,3,25,0,20,0,NaN,0,0,2,36,NaN,11997,24,10,4,2,182,2,2,64400,NaN,58,0,3220,7,35,1,0,67,4,60364,118,1,12261,138,2322,64,138,16,70,10,6,0,0,1
10,445,403,NaN,0,5000,NaN,NaN,NaN,0,633,16,3,144,5,NaN,18,0,NaN,1078,71,NaN,NaN,NaN,0,NaN,NaN,100,NaN,NaN,0,17,5353,NaN,0,0,NaN,35,NaN,25878,72,51,NaN,0,25,4,NaN,112000,NaN,NaN,0,6588,NaN,29,1,0,63,NaN,95354,22,7,1598,NaN,4712,3,NaN,67,88,NaN,6,0,0,1
1,9,49,NaN,0,5000,NaN,NaN,NaN,0,11,18,3,10,0,9,18,0,NaN,20,8,NaN,NaN,NaN,0,NaN,27,100,NaN,1,0,2,0,NaN,0,0,NaN,2,NaN,1183,1,5,NaN,1,7,2,NaN,10500,NaN,NaN,0,5250,NaN,6,1,0,250,NaN,1847,3,0,1752,NaN,5600,4,NaN,8,92,NaN,6,0,0,1
3,741,140,12,0,10,0,NaN,0,9978,346,9,3,162,3,8,1,9978,14,1087,88,17,NaN,0,29,NaN,72,82,10,134,0,79,8735,16,0,0,1,41,NaN,22244,126,47,14,3,221,2,0,131071,4,45,0,1659,17,31,0,0,73,12,94994,67,0,16325,129,728,154,129,23,87,406,6,0,0,0
3,424,1349,NaN,0,1000,NaN,NaN,NaN,1816,526,10,3,164,3,NaN,10,1816,NaN,950,82,NaN,NaN,NaN,29,NaN,NaN,100,NaN,NaN,0,12,2325,NaN,0,0,NaN,50,NaN,6610,45,75,NaN,1,73,4,NaN,50500,NaN,NaN,0,4208,NaN,198,1,0,69,NaN,55662,35,0,5071,NaN,7190,38,NaN,224,58,NaN,6,0,0,1
10,243,222,6,0,6,0,NaN,1,12056,267,8,2,130,0,9,6,12056,6,510,85,10,NaN,0,5,NaN,41,76,1,34,0,42,0,1,0,0,1,38,NaN,10926,64,5,7,1,164,2,1,67200,2,22,0,1600,7,28,1,0,125,3,60434,102,1,20639,81,1644,62,81,37,118,101,6,0,0,0
10,1567,61,10,0,10000,0,NaN,2,18531,1174,21,3,162,4,14,12,18531,11,2743,91,10,NaN,3,49,NaN,65,94,6,145,0,27,263,7,0,0,5,68,NaN,25376,134,95,20,3,285,1,2,157400,13,24,0,5829,22,9,0,0,46,9,144660,88,0,13290,177,4726,197,177,10,52,302,6,0,0,1
11,585,1471,NaN,0,4990,NaN,NaN,NaN,19827,168,28,3,142,4,NaN,28,10705,NaN,753,85,NaN,NaN,NaN,2,NaN,NaN,100,NaN,NaN,0,36,6630,NaN,0,0,NaN,31,NaN,19588,51,65,NaN,2,71,4,NaN,96000,NaN,NaN,0,2666,NaN,118,0,0,74,NaN,46655,14,0,5314,NaN,566,57,NaN,245,61,NaN,6,0,0,0
1,1152,1148,NaN,0,9980,NaN,NaN,NaN,5810,862,4,2,159,4,NaN,4,5810,NaN,2014,92,NaN,NaN,NaN,19,NaN,NaN,99,NaN,NaN,0,15,356,NaN,0,0,NaN,80,NaN,16747,83,129,NaN,6,55,4,NaN,105000,NaN,NaN,0,7000,NaN,34,0,0,82,NaN,198786,18,0,4515,NaN,1827,37,NaN,191,98,NaN,6,0,0,0
4,1082,4482,22,0,10000,0,NaN,2,3588,786,23,4,161,4,20,23,3588,29,1868,92,28,NaN,2,39,NaN,71,100,9,162,0,16,2679,17,0,0,5,83,NaN,11338,150,92,43,1,105,3,2,72000,5,21,0,4500,66,258,0,0,50,17,92741,45,0,5267,436,0,60,436,747,49,494,6,0,0,0
7,873,26,1,0,4990,0,NaN,0,4242,704,13,0,164,3,10,1,4242,5,1577,91,NaN,NaN,NaN,39,NaN,NaN,10,0,36,0,56,3076,NaN,0,0,0,88,NaN,11893,64,42,1,3,153,2,0,74150,NaN,34,0,1324,5,4,0,0,87,0,102606,45,0,13410,297,-11725,108,297,4,65,327,6,0,0,0
11,811,148,7,0,10000,0,NaN,1,0,637,15,2,171,3,20,18,1538,9,1448,92,12,NaN,0,40,NaN,83,100,3,146,0,8,5575,9,0,0,1,26,NaN,5070,94,59,11,2,227,3,1,73000,NaN,47,0,9125,17,33,0,0,139,6,212193,92,0,31700,116,4452,135,116,24,146,4,6,0,0,0
7,4106,NaN,11,0,NaN,0,NaN,2,24415,3476,11,3,173,NaN,12,11,NaN,12,7582,92,12,NaN,5,140,NaN,100,81,8,0,0,0,15061,7,0,0,7,68,NaN,23443,226,NaN,15,2,845,1,2,NaN,8,20,0,NaN,20,NaN,0,0,74,10,630966,366,0,62586,743,23917,479,743,NaN,83,659,5,0,0,0
3,379,32,15,0,3000,0,NaN,4,2962,212,4,3,129,2,15,0,3209,25,591,79,50,NaN,13,10,NaN,66,100,4,29,0,8,331,42,0,0,4,26,NaN,3413,29,84,38,1,81,3,6,20000,13,54,0,2500,56,7,0,0,52,6,31429,29,0,4226,319,2492,52,319,5,53,248,6,0,0,0
7,1053,37,1,0,4990,0,NaN,0,3927,1141,13,2,166,3,12,13,3927,1,2194,92,0,NaN,0,37,NaN,76,100,0,45,0,12,3294,0,0,0,0,69,NaN,9923,59,60,1,3,235,2,0,55000,11,63,0,4583,1,4,1,0,55,0,109563,126,1,12977,301,0,109,301,6,49,6,6,0,0,0
5,550,20,5,NaN,1000,0,NaN,0,16810,354,22,0,160,3,9,22,4100,23,904,82,NaN,NaN,NaN,31,NaN,73,10,0,92,NaN,25,784,NaN,NaN,NaN,0,39,NaN,13889,76,37,6,1,41,2,0,72000,NaN,51,NaN,2880,47,4,0,NaN,39,2,37037,1,0,1621,186,416,40,186,4,40,70,5,NaN,NaN,0
5,987,4480,3,0,10000,0,NaN,2,26293,1201,20,0,182,4,9,20,26293,5,2188,92,NaN,NaN,NaN,28,NaN,NaN,20,3,30,0,40,222,NaN,0,0,3,46,NaN,22261,77,36,4,1,252,5,2,133000,NaN,13,0,3325,7,760,1,0,56,3,158416,148,1,14267,581,2044,104,581,746,72,148,6,0,0,1
3,189,769,3,60000,10000,0,1023998976,0,22470,254,20,2,82,NaN,8,20,22470,3,443,7,NaN,60000,NaN,32,12600,69,100,1,0,98083512,14,1877,NaN,1023998976,16347252,1,5,98083512,40718,41,41,7,0,133,2,0,121000,NaN,14,2100,8642,8,320,1,170666496,81,1,42184,68,1,10893,927,9637,65,927,256,95,4283,6,12600,10000,0
9,1170,1039,9,NaN,5000,0,NaN,0,7773,1125,16,2,175,5,9,16,12320,10,2297,91,NaN,NaN,NaN,44,NaN,NaN,100,5,99,NaN,7,695,NaN,NaN,NaN,0,42,NaN,8635,81,37,12,1,205,5,0,65000,NaN,13,NaN,9285,22,176,0,NaN,79,7,138061,110,1,16389,308,NaN,95,308,173,60,571,5,NaN,NaN,1
3,599,3682,14,0,19960,0,NaN,4,2600,708,9,2,148,4,6,9,2600,14,1307,88,31,NaN,17,23,NaN,93,69,12,46,0,49,2604,28,0,0,5,27,NaN,14966,54,45,24,1,61,3,4,112000,11,32,0,2285,25,73,1,0,66,12,93210,30,0,4036,283,27924,31,283,613,71,1040,6,0,0,1
8,863,39,6,0,40,0,NaN,0,15600,1086,16,2,173,4,11,16,15600,6,1949,86,NaN,NaN,NaN,27,NaN,49,100,0,34,0,12,8155,NaN,0,0,0,32,NaN,19207,52,35,6,1,178,2,0,80000,NaN,28,0,6666,6,15,1,0,71,6,103868,74,0,12728,55,-3202,104,55,6,53,121,6,0,0,0
6,635,24,9,0,2994,0,NaN,3,9458,334,19,0,148,3,16,19,9458,18,969,85,NaN,NaN,NaN,12,NaN,NaN,20,5,64,0,18,9501,NaN,0,0,4,40,NaN,12865,46,56,12,1,19,3,3,80000,NaN,43,0,4444,28,2,0,0,83,7,58621,4,0,1585,181,2725,15,181,4,60,28,6,0,0,0
1,2009,146,2,0,10000,0,NaN,0,5345,2047,17,0,159,5,NaN,17,5345,2,4056,92,NaN,NaN,NaN,34,NaN,NaN,10,2,NaN,0,22,NaN,NaN,0,0,0,93,NaN,30941,98,79,4,3,119,3,0,198000,NaN,17,0,9000,6,4,1,0,65,2,334908,37,0,7804,432,NaN,82,328,24,82,331,6,0,0,0
8,565,164,7,0,20,0,NaN,1,14048,495,7,0,150,5,11,7,14048,17,1060,83,3,NaN,36,15,NaN,73,10,3,181,0,34,3153,0,0,0,3,28,NaN,22050,123,90,7,1,39,2,1,134500,NaN,20,0,3955,22,1,0,0,247,4,211467,22,1,9670,620,7094,17,620,27,199,401,6,0,0,1
5,293,2313,0,0,20,0,NaN,0,2772,538,9,0,118,5,13,9,2772,9,831,38,NaN,NaN,NaN,8,NaN,24,16,0,22,0,26,17764,NaN,0,0,0,19,NaN,19857,49,92,0,0,30,3,0,115500,NaN,29,0,4442,15,166,1,0,68,0,83470,17,1,2046,172,5781,13,172,385,100,188,6,0,0,0
6,873,18,17,0,20000,0,30000,8,12920,829,9,2,178,NaN,15,0,13040,18,1702,91,17,NaN,5,29,NaN,70,97,10,111,23640,18,1928,13,180000,17244,9,76,23640,15726,147,31,34,2,399,2,8,126500,8,40,0,7027,38,4,0,90000,72,17,147519,184,0,29030,202,182,215,202,3,86,718,5,0,0,0
11,1176,72,5,NaN,5000,0,NaN,1,4245,1128,6,2,165,NaN,10,6,12690,17,2311,89,NaN,NaN,NaN,54,NaN,70,100,4,216,NaN,14,6326,NaN,NaN,NaN,1,121,NaN,18849,176,38,6,2,142,3,1,116000,NaN,12,NaN,8285,23,29,0,NaN,62,5,207142,53,0,8878,382,-16935,88,382,12,89,588,5,NaN,NaN,0
9,674,26,0,0,10,0,NaN,0,7095,390,16,4,161,3,11,16,7995,2,1064,90,1,NaN,1,13,NaN,66,100,0,53,0,30,1073,0,0,0,0,108,NaN,11986,84,34,0,1,94,3,0,75000,NaN,7,0,2500,2,5,0,0,53,0,66935,39,0,5017,699,-1083,55,699,4,62,247,6,0,0,1
4,1560,31,21,0,4990,0,NaN,6,7147,588,6,3,179,3,13,6,7147,25,2148,90,31,NaN,39,165,NaN,79,100,11,558,0,21,4596,26,0,0,9,111,NaN,9944,464,110,36,3,554,4,6,63000,13,13,0,3000,49,16,0,0,36,14,88917,28,0,20102,763,-1359,526,763,5,41,458,6,0,0,0
0,251,129,13,0,4,0,NaN,3,5748,320,16,2,123,NaN,11,16,5748,18,571,77,87,NaN,7,9,NaN,44,100,10,26,0,83,1160,45,0,0,10,23,NaN,12387,46,45,17,1,89,3,3,190000,2,21,0,2289,27,12,1,0,127,12,93535,28,0,11359,255,4177,61,255,21,163,629,6,0,0,1
7,1197,159,NaN,0,9980,NaN,NaN,NaN,6953,1608,16,3,173,NaN,NaN,16,6953,NaN,2948,90,NaN,NaN,NaN,38,NaN,NaN,100,NaN,NaN,0,21,5780,NaN,0,0,NaN,76,NaN,14184,64,106,NaN,1,184,3,NaN,71500,NaN,NaN,0,3404,NaN,13,1,0,41,NaN,147958,70,0,7634,NaN,3967,72,NaN,26,50,NaN,6,0,0,1
0,0,59,22,0,1000,0,NaN,12,4450,2,22,1,1,0,0,22,4450,24,2,1,0,NaN,33,0,NaN,31,48,20,0,0,3,0,0,0,0,17,NaN,NaN,2836,0,0,49,NaN,2,5,14,11000,NaN,23,0,3666,60,24,NaN,0,59,21,118,NaN,NaN,118,691,5328,NaN,691,29,NaN,336,2,0,0,0
2,1101,139,15,0,5,0,NaN,8,12120,428,3,3,163,0,5,3,12120,16,1529,90,85,NaN,9,28,NaN,82,100,10,98,0,10,3693,44,0,0,9,110,NaN,12825,140,32,18,2,225,4,9,27000,4,1,0,2700,20,20,0,0,71,12,131841,41,0,16153,205,7585,184,755,23,86,586,6,0,0,1
9,1808,2315,11,0,10000,0,NaN,1,20714,3734,10,3,179,NaN,12,10,20714,18,5542,92,27,NaN,2,70,NaN,66,100,3,290,0,24,8099,16,0,0,1,80,NaN,29638,173,108,18,2,732,6,1,177000,9,23,0,7375,32,581,2,0,71,8,397532,419,1,52157,206,-13796,313,206,385,71,759,6,0,0,0
7,675,NaN,10,0,2000,0,NaN,3,2020,358,17,2,153,NaN,11,17,660,16,1033,89,36,NaN,3,5,NaN,50,100,7,14,0,7,NaN,11,0,0,4,23,NaN,3161,29,NaN,21,1,35,4,3,25000,0,31,0,3571,33,NaN,0,0,48,7,113081,15,0,1687,359,1370,20,747,NaN,109,35,6,0,0,1
8,775,1370,7,0,5000,0,NaN,0,11198,700,10,2,178,3,17,10,11198,8,1475,92,10,NaN,35,18,NaN,73,100,4,52,0,48,1092,9,0,0,3,33,NaN,15253,37,76,15,1,228,2,0,250600,NaN,31,0,5220,16,356,0,0,60,6,59510,126,1,13890,1128,1929,102,1128,228,40,418,6,0,0,0
